source_document_id	id	user	word_id	name	latitude	longitude	population	gazetteer	gazref	type	country	location_type	remarks	person	is_main_location	near_main_location	position_wrt_main	dbpedia	dbpedia_id
123	12343	"Simon Burrows"	w497	"Le Royans"								"real, existing < 1800"	"wikipedia link: https://fr.wikipedia.org/wiki/Royans"	false	false	false	"inside main location"		
123	12344	"Simon Burrows"	w517	Baronnies	44.33333	5.33333	0	geonames	3034875	RGN	FR	"real, existing < 1800"	"wikipedia link: https://en.wikipedia.org/wiki/Baronnies"	false	false	false	"inside main location"		
123	12348	"Simon Burrows"	w546	Valentinois								"real, existing < 1800"	"Closest wikipedia entry is for historic County of Valentinois https://en.wikipedia.org/wiki/County_of_Valentinois; note also Valentinis redirects to Valence."	false	false	false	"inside main location"	"County of Valentinois"	
123	12351	"Simon Burrows"	w562	Diois	44.66667	5.33333	0	geonames	3021339	RGN	FR	"real, existing < 1800"	"No exact match for county / region of Diois, nor dpedia entry, though is mentioned in wikipedia article on Dauphine, see https://en.wikipedia.org/wiki/Dauphin%C3%A9"	false	false	false	"inside main location"		
123	12353	"Simon Burrows"	w578	Tricastin	44.35	4.76667	0	geonames	2971697	RGN	FR	"real, existing < 1800"	"wikipedia link: https://en.wikipedia.org/wiki/Tricastin"	false	false	false	"inside main location"		
123	12354	"Simon Burrows"	w629	Grenoble	45.16667	5.71667	0	geonames	3014728	PPLA2	FR	"real, existing < 1800"	"wikipedia link: https://en.wikipedia.org/wiki/Grenoble"	false	false	false	"inside main location"		
123	12355	"Simon Burrows"	w275	Drôme	44.7713	4.76496	0	geonames	3020784	STM	FR	"real, existing < 1800"		false	false	false	"surrounded by main"	"Drôme (river)"	1417432
123	14013	"Katie McDonough"	w23	Dauphiné	45	5.25	0	geonames	3021686	RGN	FR	"real, existing < 1800"		false	true	false		Dauphiné	9443355
123	14014	"Katie McDonough"	w68	France	46	2	0	geonames	3017382	PCLI	FR	"real, existing < 1800"		false	false	false	"contains main location"	France	5843419
123	14015	"Katie McDonough"	w103	Rhône	43.33333	4.83333	0	geonames	2983752	STM	FR	"real, existing < 1800"		false	false	false	west	Rhône	80790
123	14016	"Katie McDonough"	w132	Rhône	43.33333	4.83333	0	geonames	2983752	STM	FR	"real, existing < 1800"		false	false	false	east	Rhône	80790
123	14017	"Katie McDonough"	w170	Provence	44	6	0	geonames	2985246	RGN	FR	"real, existing < 1800"	"DBpedia not responding"	false	false	false	south	"Provence Region"	6668530
123	14019	"Katie McDonough"	w206	"Maratime Alps"	44.25	7.16667	0	geonames	3173906	MTS	IT	"real, existing < 1800"		false	false	false	east	"Maritime Alps"	198828
123	14020	"Katie McDonough"	w237	Rhône	43.33333	4.83333	0	geonames	2983752	STM	FR	"real, existing < 1800"		false	false	false	"inside main location"	Rhône	80790
123	14021	"Katie McDonough"	w247	Durance	43.92276	4.74409	0	geonames	3020668	STM	FR	"real, existing < 1800"		false	false	false	"inside main location"	Lauris	1407821
123	14022	"Katie McDonough"	w259	Isère	44.98374	4.86045	0	geonames	3012716	STM	FR	"real, existing < 1800"		false	false	false	"inside main location"	"Isère (river)"	
123	14023	"Katie McDonough"	w275	Drôme	44.7713	4.76496	0	geonames	3020784	STM	FR	"real, existing < 1800"		false	false	false	"inside main location"	"Drôme (river)"	
123	14024	"Katie McDonough"	w436	"Vallée de Graisivaudan"	45.25	5.83333	0	geonames	3015393	VAL	FR	"real, existing < 1800"	"dbpedia not responding"	false	false	false	"inside main location"	Grésivaudan	
123	14025	"Katie McDonough"	w452	Brianconnais	0.0	0.0	0					"real, existing < 1800"	https://fr.wikipedia.org/wiki/Brian%C3%A7onnais	false	false	false	"inside main location"		
123	14026	"Katie McDonough"	w469	Embrunais	0.0	0.0	0					"real, existing < 1800"	https://fr.wikipedia.org/wiki/Embrunais	false	false	false	"inside main location"	Embrunais	
123	14027	"Katie McDonough"	w483	Gapençais	44.56667	6.91667	0	geonames	3016698	MTS	FR	"real, existing < 1800"	https://fr.wikipedia.org/wiki/Gapen%C3%A7ais	false	false	false	"inside main location"	Gapençais	
123	14028	"Katie McDonough"	w497	Saint-Jean-en-Royans	45.01693	5.29454	0	geonames	2979239	PPL	FR	"real, existing < 1800"	"wrong selections: should be https://fr.wikipedia.org/wiki/Royans"	false	false	false	"inside main location"	Pont-en-Royans	
123	14029	"Katie McDonough"	w517	Baronnies	44.33333	5.33333	0	geonames	3034875	MTS	FR	"real, existing < 1800"		false	false	false	"inside main location"	Baronnies	
123	14030	"Katie McDonough"	w546									"real, existing < 1800"	https://en.wikipedia.org/wiki/County_of_Valentinois	false	false	false	"inside main location"		
123	14031	"Katie McDonough"	w562	Diois	44.66667	5.33333	0	geonames	3021339	MTS	FR	"real, existing < 1800"	"wrong dbpedia - need to be able to clear if result incorrect"	false	false	false	"inside main location"		1117496
123	14032	"Katie McDonough"	w578	Tricassinois	0.0	0.0	0					"real, existing < 1800"	"no matches in wikipedia or geonames, how to manage record?"	false	false	false	"inside main location"		
123	14033	"Katie McDonough"	w629	Grenoble	45.16667	5.71667	0	geonames	3014728	PPLA2	FR	"real, existing < 1800"	"dbpedia does not pull up Grenoble city record"	false	false	false	"inside main location"	Grenoble	28578276
126	12017	"Katie McDonough"	w35	Vravrona	37.92016	24.01259	0	geonames	251667	PPL	GR	mythical		false	true	false			
126	12019	"Katie McDonough"	w448	Vravrona	37.92016	24.01259	0	geonames	251667	PPL	GR	mythical	"dbpedia not picking up article; building TYPE to add in addition to PERSON"	false	false	false			
126	12052	"Laure Philip"	w23	Vravrona	37.92016	24.01259	0	geonames	251667	PPL	GR	"real, existing < 1800"		false	true	false		vravrona	
126	12053	"Laure Philip"	w35	Vravrona	37.92016	24.01259	0	geonames	251667	PPL	GR	"real, existing < 1800"		false	true	false		vravrona	
126	12056	"Laure Philip"	w448	Vravrona	37.92016	24.01259	0	geonames	251667	PPL	GR	"real, existing < 1800"		false	true	false		vravrona	
126	12058	"Laure Philip"	w81	Attica	37.92037	23.9035	0	geonames	6692632	ADM1	GR	"real, existing < 1800"		false	false	true	"contains main location"	"Attica (region)"	26280929
126	12261	"Simon Burrows"	w81	Attica	37.92037	23.9035	0	geonames	6692632	ADM1	GR	"real, existing < 1800"		false	false	false	"contains main location"	"Attica (region)"	26280929
126	12262	"Simon Burrows"	w23	Vravrona	37.92016	24.01259	0	geonames	251667	PPL	GR	"real, historical"	"wikipedia link https://en.wikipedia.org/wiki/Brauron"	false	true	false		Brauron	
126	12263	"Simon Burrows"	w35	Vravrona	37.92016	24.01259	0	geonames	251667	PPL	GR	"real, historical"	"wikipedia link https://en.wikipedia.org/wiki/Brauron"	false	true	false		Brauron	
126	12264	"Simon Burrows"	w448	Vravrona	37.92016	24.01259	0	geonames	251667	PPL	GR	"real, historical"	"wikipedia link https://en.wikipedia.org/wiki/Brauron"	false	true	false		Brauron	
126	13992	"Katie McDonough"	w23	Vravrona	37.92016	24.01259	0	geonames	251667	PPL	GR	mythical		false	true	false			
126	13993	"Katie McDonough"	w81	Attica	37.92037	23.9035	0	geonames	6692632	ADM1	GR	"real, historical"		false	false	false	"contains main location"	"Attica (region)"	
170	14187	"Katie McDonough"	w23	Nahavand	34.19088	48.37446	0	geonames	122915	PPLA2	IR	"real, historical"		false	true	false		Nahavand	1910704
170	14188	"Katie McDonough"	w33	Nahavand	34.19088	48.37446	0	geonames	122915	PPLA2	IR	"real, historical"		false	true	false		Nahavand	1910704
170	14189	"Katie McDonough"	w69	Iran	32	53	0	geonames	130758	PCLI	IR	"real, historical"		false	false	false	"contains main location"		
170	14191	"Katie McDonough"	w135	Hamadan	34.79922	48.51456	0	geonames	132144	PPLA	IR	"real, existing < 1800"		false	false	false	north	Hamadan	43610555
170	14192	"Katie McDonough"	w83	Couhestan								"real, historical"		false	false	false	"contains main location"		
174	13815	"Katie McDonough"	"w23 w29 w31"	Montefalco	42.89084	12.64827	0	geonames	3172941	PPLA3	IT	"real, existing < 1800"		false	true	false		Montefalco	1058192
174	13816	"Katie McDonough"	"w38 w44 w46"	Montefalco	42.89084	12.64827	0	geonames	3172941	PPLA3	IT	"real, existing < 1800"		false	true	false		Montefalco	1058192
174	13817	"Katie McDonough"	w78	Italy	42.83333	12.83333	0	geonames	3175395	PCLI	IT	"real, existing < 1800"		false	false	false	"contains main location"	Italy	14532
174	13818	"Katie McDonough"	w104									"real, existing < 1800"	"Vatican State"	false	false	false	"contains main location"		
174	13819	"Katie McDonough"	w124	Spoleto	42.74071	12.73899	0	geonames	3166236	PPLA3	IT	"real, existing < 1800"		false	false	false	"contains main location"	"Duchy of Spoleto"	1272705
174	13820	"Katie McDonough"	w159	"Campello sul Clitunno"	42.82685	12.76931	0	geonames	3181031	PPLA3	IT	"real, existing < 1800"		false	false	false	south	"Campello sul Clitunno"	6751384
174	13821	"Katie McDonough"	w303	Assisi	43.06671	12.62109	0	geonames	3182722	PPLA3	IT	"real, existing < 1800"		true	false	false		Assisi	81705
221	12041	"Katie McDonough"	"w103 w107"	"Baltic Sea"	56	18	0	geonames	2633321	SEA		"real, existing < 1800"		false	false	true	east	"Baltic Sea"	3335
221	12043	"Katie McDonough"	w177	"North Atlantic Ocean"	40	-40	0	geonames	3411923	OCN			"dbpedia not responding"	false	false	true	north	"North Atlantic Ocean"	56836
221	12156	"Laure Philip"	w23	DANEMARK	56	10	0	geonames	2623032	PCLI	DK	"real, existing < 1800"		false	true	false		denmark	76972
221	12157	"Laure Philip"	w33	DANEMARK	56	10	0	geonames	2623032	PCLI	DK	"real, existing < 1800"		false	true	false		denmark	76972
221	12158	"Laure Philip"	w70	Europe	48.69096	9.14062	0	geonames	6255148	CONT		"real, existing < 1800"		false	false	true	"contains main location"	europe	9239
221	12159	"Laure Philip"	w107	Baltique	56	18	0	geonames	2633321	SEA		"real, existing < 1800"		false	false	true	"north east"	baltic	3335
221	12160	"Laure Philip"	w131	Allemagne	51.5	10.5	0	geonames	2921044	PCLI	DE	"real, existing < 1800"		false	false	true	south	germany	11867
221	12161	"Laure Philip"	w177	"Océan atlantique"	40	-40	0	geonames	3411923	OCN		"real, existing < 1800"		false	false	true	"north west"	"atlantic ocean"	452270
221	12162	"Laure Philip"	w344	asia	29.84064	89.29688	0	geonames	6255147	CONT		"real, existing < 1800"		false	false	true		asia	689
221	12163	"Laure Philip"	w354	Norway	62	10	0	geonames	3144096	PCLI	NO	"real, existing < 1800"		false	false	true	north	norway	21241
221	12164	"Laure Philip"	w371	Islande	65	-18	0	geonames	2629691	PCLI	IS	"real, existing < 1800"		false	false	true	"north west"	iceland	14531
221	12165	"Laure Philip"	w404	Copenhague	55.67594	12.56553	0	geonames	2618425	PPLC	DK	"real, existing < 1800"		false	false	true	"inside main location"	copenhaguen	
221	12166	"Laure Philip"	w549	Suede	62	15	0	geonames	2661886	PCLI	SE	"real, existing < 1800"		false	false	true	north	sweden	5058739
221	12167	"Laure Philip"	w822	Danemark	56	10	0	geonames	2623032	PCLI	DK	"real, existing < 1800"		false	true	false		denmark	76972
221	12317	"Simon Burrows"	w23	Denmark	56	10	0	geonames	2623032	PCLI	DK	"real, existing < 1800"		false	true	false		Denmark	76972
221	12318	"Simon Burrows"	w33	Denmark	56	10	0	geonames	2623032	PCLI	DK	"real, existing < 1800"		false	true	false		Denmark	76972
221	12319	"Simon Burrows"	w70	"Eastern Europe"	51.72703	28.38867	0	geonames	7729884	RGN		"real, existing < 1800"		false	false	false	"contains main location"	Europe	9239
221	12320	"Simon Burrows"	"w103 w107"	"Baltic Sea"	56	18	0	geonames	2633321	SEA		"real, existing < 1800"		false	false	true	east	"Baltic Sea"	3335
221	12321	"Simon Burrows"	w131	Germany	51.5	10.5	0	geonames	2921044	PCLI	DE	"real, existing < 1800"		false	false	true	south	Germany	11867
221	12322	"Simon Burrows"	w344										"Ambiguous place name covering two disparate and dispersed regions."	false	false	false			
221	12323	"Simon Burrows"	w354	Norway	62	10	0	geonames	3144096	PCLI	NO	"real, existing < 1800"		false	false	false	north	Norway	21241
221	12324	"Simon Burrows"	w404	Copenhagen	55.67594	12.56553	0	geonames	2618425	PPLC	DK	"real, existing < 1800"		false	false	false	"inside main location"	Copenhagen	5166
221	12846	"Katie McDonough"	w23	Denmark	56	10	0	geonames	2623032	PCLI	DK			false	false	false		"kingdom of Denmark"	
221	12847	"Katie McDonough"	w23	Denmark	56	10	0	geonames	2623032	PCLI	DK			false	false	false		Denmark	
221	14005	"Katie McDonough"	w70	"Northern Europe"	61.68987	2.90039	0	geonames	7729883	RGN		"real, existing < 1800"		false	false	false	"contains main location"	Europe	9239
221	14006	"Katie McDonough"	w33	Denmark	56	10	0	geonames	2623032	PCLI	DK	"real, existing < 1800"		false	true	false		Denmark	
221	14007	"Katie McDonough"	w131	Germany	51.5	10.5	0	geonames	2921044	PCLI	DE	"real, existing < 1800"		false	false	false	south	Germany	11867
221	14008	"Katie McDonough"	w354	Norway	62	10	0	geonames	3144096	PCLI	NO	"real, existing < 1800"		false	false	false	"inside main location"	Norway	21241
221	14009	"Katie McDonough"	w371	Iceland	65	-18	0	geonames	2629691	PCLI	IS	"real, existing < 1800"		false	false	false	"inside main location"		
221	14010	"Katie McDonough"	w404	Copenhagen	55.67594	12.56553	0	geonames	2618425	PPLC	DK	"real, existing < 1800"		false	false	false	"inside main location"		
221	14011	"Katie McDonough"	w549	Sweden	62	15	0	geonames	2661886	PCLI	SE	"real, existing < 1800"		true	false	true			
221	14012	"Katie McDonough"	w822	Denmark	56	10	0	geonames	2623032	PCLI	DK	"real, existing < 1800"		false	true	false			
322	12023	"Katie McDonough"	"w318 w322"	"Baltic Sea"	56	18	0	geonames	2633321	SEA		"real, existing < 1800"		false	false	true	"north east"	"Baltic Sea"	3335
322	12066	"Laure Philip"	w30	Bremen	53.07516	8.80777	0	geonames	2944388	PPLA	DE	"real, existing < 1800"		false	true	false		Bremen	9420388
322	12073	"Laure Philip"	w99	Weser	50.61667	5.61667	0	geonames	2784817	STM	BE	"real, existing < 1800"		false	false	true	"surrounded by main"	Weser	41885
322	12235	"Laure Philip"	w23	Bremen	53.07516	8.80777	0	geonames	2944388	PPLA	DE	"real, existing < 1800"	"dpedia is erroneous https://en.wikipedia.org/wiki/Bremen"	false	true	false		Bremen	9420388
322	12236	"Laure Philip"	w322	"Baltic Sea"	56	18	0	geonames	2633321	SEA		"real, existing < 1800"		false	false	true		"Baltic Sea"	3335
322	12265	"Simon Burrows"	w23	Bremen	53.07516	8.80777	0	geonames	2944388	PPLA	DE	"real, existing < 1800"		false	true	false		Bremen	9420388
322	12266	"Simon Burrows"	w30	Bremen	53.07516	8.80777	0	geonames	2944388	PPLA	DE	"real, existing < 1800"		false	true	false		Bremen	9420388
322	12267	"Simon Burrows"	w99	"Alte Weser"	53.91102	7.94759	0	geonames	2957235	CHN	DE	"real, existing < 1800"	"Alte Weser nearest fit in geonames. Not to be confused with Weser in Belgium."	false	false	true		Weser	41885
322	12268	"Simon Burrows"	w322	"Baltic Sea"	56	18	0	geonames	2633321	SEA				false	false	true	north	"Baltic Sea"	3335
322	13994	"Katie McDonough"	w23	Bremen	53.07516	8.80777	0	geonames	2944388	PPLA	DE	"real, existing < 1800"		false	true	false		Bremen	6706754
322	13995	"Katie McDonough"	w30	Bremen	53.07516	8.80777	0	geonames	2944388	PPLA	DE	"real, existing < 1800"		false	true	false		Breme	6706754
322	13996	"Katie McDonough"	w99	Weser	50.61667	5.61667	0	geonames	2784817	STM	BE	"real, existing < 1800"	"position wrt main option - &quot;passes through&quot;"	false	false	false	"surrounded by main"	Weser	41885
408	12810	"Katie McDonough"	w23	Salé	34.0531	-6.79846	0	geonames	2537763	PPL	MA	"real, existing < 1800"		false	true	false		Salé	1889525
408	12811	"Katie McDonough"	w29	Salé	34.0531	-6.79846	0	geonames	2537763	PPL	MA	"real, existing < 1800"		false	true	false		Salé	1889525
408	12812	"Katie McDonough"	w57	Africa	7.1881	21.09375	0	geonames	6255146	CONT		"real, existing < 1800"		false	false	false	"contains main location"	Africa	5334607
408	12813	"Katie McDonough"	w68									"real, existing < 1800"	https://en.wikipedia.org/wiki/Barbary_Coast	false	false	false	"contains main location"		
408	12814	"Katie McDonough"	w116	Fes	34.03313	-5.00028	0	geonames	2548885	PPLA	MA	"real, existing < 1800"		false	false	false	"contains main location"	"Kingdom of Fez"	3299135
408	12815	"Katie McDonough"	w154	Morocco	32	-6	0	geonames	2542007	PCLI	MA	"real, existing < 1800"		true	false	false	"contains main location"		
408	12816	"Katie McDonough"	w434	Fes	34.03313	-5.00028	0	geonames	2548885	PPLA	MA	"real, existing < 1800"		false	false	false	north	"Fez, Morocco"	39760328
408	12817	"Katie McDonough"	w527	"Oued Sebou"	34.27339	-6.64501	0	geonames	2537624	STM	MA	"real, existing < 1800"		false	false	false	"surrounded by main"		
408	12818	"Katie McDonough"	w545	France	46	2	0	geonames	3017382	PCLI	FR	"real, existing < 1800"		true	false	false		France	5843419
408	12820	"Katie McDonough"	w811	Tétouan	35.57845	-5.36837	0	geonames	2528910	PPLA2	MA	"real, existing < 1800"		false	false	true		Tangier-Tetouan	5072011
408	12821	"Katie McDonough"	w820	Salé	34.0531	-6.79846	0	geonames	2537763	PPL	MA	"real, existing < 1800"		false	true	false		Salé	1889525
408	12822	"Katie McDonough"	w870	Fes	34.03313	-5.00028	0	geonames	2548885	PPLA	MA	"real, existing < 1800"		false	false	true		"Fez, Morocco"	39760328
408	13611	"Laure Philip"	w23	Salé	34.0531	-6.79846	0	geonames	2537763	PPL	MA	"real, existing < 1800"		false	true	false		Salé	1889525
408	13612	"Laure Philip"	w29	Salé	34.0531	-6.79846	0	geonames	2537763	PPL	MA	"real, existing < 1800"		false	true	false		Salé	1889525
408	13613	"Laure Philip"	w57	Africa	7.1881	21.09375	0	geonames	6255146	CONT		"real, existing < 1800"		false	false	false	"contains main location"	Africa	5334607
408	13614	"Laure Philip"	w116	Fes	34.03313	-5.00028	0	geonames	2548885	PPLA	MA	"real, existing < 1800"		false	false	true		"Kingdom of Fez"	3299135
408	13615	"Laure Philip"	w154	Morocco	32	-6	0	geonames	2542007	PCLI	MA	"real, historical"		true	false	false		Morocco	19291
408	13616	"Laure Philip"	w267	Salé	34.0531	-6.79846	0	geonames	2537763	PPL	MA	"real, historical"		true	false	false			
408	13617	"Laure Philip"	w434	Fes	34.03313	-5.00028	0	geonames	2548885	PPLA	MA	"real, existing < 1800"		false	false	true		"Fez, Morocco"	39760328
408	13618	"Laure Philip"	w527										??	false	false	true			
408	13619	"Laure Philip"	w545	France	46	2	0	geonames	3017382	PCLI	FR	"real, existing < 1800"		false	false	false	north	France	5843419
408	13621	"Laure Philip"	w566	Salé	34.0531	-6.79846	0	geonames	2537763	PPL	MA	"real, existing < 1800"		false	true	false		Salé	1889525
408	13622	"Laure Philip"	w811	Tétouan	35.57845	-5.36837	0	geonames	2528910	PPLA2	MA	"real, existing < 1800"		false	false	true		Tangier-Tetouan	5072011
408	13623	"Laure Philip"	w820	Salé	34.0531	-6.79846	0	geonames	2537763	PPL	MA	"real, existing < 1800"		false	true	false		Salé	1889525
408	13624	"Laure Philip"	w870	Fes	34.03313	-5.00028	0	geonames	2548885	PPLA	MA	"real, existing < 1800"		false	false	true		"Fez, Morocco"	39760328
767	13249	"Laure Philip"	w23	Navahrudak	53.5942	25.8191	0	geonames	624785	PPL	BY	"real, existing < 1800"		false	true	false		Navahrudak	445756
767	13250	"Laure Philip"	w36	Navahrudak	53.5942	25.8191	0	geonames	624785	PPL	BY	"real, existing < 1800"		false	true	false		Navahrudak	445756
767	13252	"Laure Philip"	w69	Russia	60	100	0	geonames	2017370	PCLI	RU	"real, existing < 1800"	"dbpedia bug"	false	false	true	"contains main location"		
767	13253	"Laure Philip"	w182	"Neman River"	55.30194	21.38167	0	geonames	596657	STM	LT	"real, existing < 1800"		false	false	true		"Neman (river)"	226852
767	13254	"Laure Philip"	w219	Lithuania	55.41667	24	0	geonames	597427	PCLI	LT	"real, existing < 1800"		false	false	true		"Republic of Central Lithuania"	358352
767	13255	"Laure Philip"	w293	Minsk	53.9	27.56667	0	geonames	625144	PPLC	BY	"real, existing < 1800"		false	false	false	"north east"	Minsk	51593
767	13979	"Katie McDonough"	w69	Russia	60	100	0	geonames	2017370	PCLI	RU	"real, existing < 1800"		false	false	false	"contains main location"		
767	13980	"Katie McDonough"	w182	"Neman River"	55.30194	21.38167	0	geonames	596657	STM	LT	"real, existing < 1800"		false	false	false	east		
767	13981	"Katie McDonough"	w293	Minsk	53.9	27.56667	0	geonames	625144	PPLC	BY	"real, existing < 1800"		false	false	false		Minsk	51593
767	13982	"Katie McDonough"	w23	Navahrudak	53.5942	25.8191	0	geonames	624785	PPL	BY	"real, existing < 1800"		false	true	false		Navahrudak	445756
767	13983	"Katie McDonough"	w36	Navahrudak	53.5942	25.8191	0	geonames	624785	PPL	BY	"real, existing < 1800"		false	true	false		Navahrudak	445756
928	12631	"Katie McDonough"	w23	Toruń	53.01375	18.59814	0	geonames	3083271	PPL	PL	"real, existing < 1800"		false	true	false		Toruń	31258
928	12632	"Katie McDonough"	w30	Toruń	53.01375	18.59814	0	geonames	3083271	PPL	PL	"real, existing < 1800"		false	true	false		Toruń	31258
928	12633	"Katie McDonough"	w53	Toruń	53.01375	18.59814	0	geonames	3083271	PPL	PL	"real, existing < 1800"		false	true	false		Toruń	31258
928	12634	"Katie McDonough"	w78	Taurunium								"real, historical"	"alternate spelling, Latin"	false	true	false			
928	12635	"Katie McDonough"	w98	Poland	52	20	0	geonames	798544	PCLI	PL	"real, existing < 1800"		false	false	false	"contains main location"		
928	12636	"Katie McDonough"	w129	Chełmno	53.34855	18.4251	0	geonames	3101795	PPL	PL	"real, existing < 1800"		false	false	false	"contains main location"	"Chełmno Voivodeship"	1279941
